id,code,item_set_version,kind,domain,facet,keyed,anchor,block_no,linking,status,quality_rule,text_ja,screening,note
2226,V02-D16-10,0.2,personality,D16,上達への満足,-1,false,7,false,candidate,,普段、慣れていることは、今のレベルを保てれば十分だと思う。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2227,V02-D16-11,0.2,personality,D16,挑戦目標,1,false,8,false,candidate,,普段、少し難しい目標があるほうが、やる気が出る。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2228,V02-D16-12,0.2,personality,D16,成果の可視化,-1,false,9,false,candidate,,普段、成果がはっきり見えなくても、取り組むこと自体を楽しめる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2229,V02-D16-13,0.2,personality,D16,自己比較の動機,1,false,8,false,candidate,,普段、自分の前の記録を超えることを目指す。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2230,V02-D16-14,0.2,personality,D16,目標後の休止,-1,false,9,false,candidate,,普段、何か一つ達成したら、次の目標はしばらく考えない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2901,V02-Q01,0.2,quality,,注意確認,,false,,false,candidate,"{""type"":""attention"",""expect"":2}",この質問は、回答が正しく操作できているかの確認です。「あまりあてはまらない」（2）を選んでください。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
2902,V02-Q02,0.2,quality,,注意確認,,false,,false,candidate,"{""type"":""attention"",""expect"":4}",確認のための質問です。普段の自分とは関係なく、「ややあてはまる」（4）を選んでください。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
2903,V02-Q03,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D01-01""}",普段、身近な人との会話は、自分から切り出す。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
2904,V02-Q04,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D04-01""}",普段、経験のない方法でも、自分でやってみたくなる。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
2905,V02-Q05,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D06-01""}",普段、用事が重なったときは、まず順番を決めてから動く。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
2906,V02-Q06,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D07-01""}",普段、よい知らせがあると、すぐにうれしくなる。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
2907,V02-Q07,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D12-01""}",普段、物事を決めるときは、それぞれの理由を見比べて考える。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
2908,V02-Q08,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D15-01""}",普段、自分のことを決めるときは、自分なりの物差しで判断する。,normal,2026-09-22にkokimizaが承認。人格推定の変数に含めない。
